Temperature,Pressure,CO2,O2,H2O,CO,O3,CH4,N2O,N2
276.8135593220339,0.7087966101694915,0.01,0.0021,0.005906949152542373,1.8e-05,1.345593220338983e-08,0.0018,7.454406779661017e-09,0.781
275.2881355932203,0.6870338983050847,0.01,0.0021,0.005375084745762711,1.8e-05,1.3984745762711865e-08,0.0018,7.4110169491525425e-09,0.781
273.35593220338984,0.6599830508474576,0.01,0.0021,0.004737457627118643,1.8e-05,1.475762711864407e-08,0.0018,7.359491525423728e-09,0.781
271.9491525423729,0.6345084745762711,0.01,0.0021,0.0041576271186440665,1.8e-05,1.558305084745763e-08,0.0018,7.323728813559322e-09,0.781
270.49152542372883,0.6097288135593221,0.01,0.0021,0.003609491525423728,1.8e-05,1.6335593220338982e-08,0.0018,7.3e-09,0.781
268.5593220338983,0.5858983050847457,0.01,0.0021,0.003113559322033897,1.8e-05,1.685084745762712e-08,0.0018,7.3e-09,0.781
266.62711864406776,0.5629830508474576,0.01,0.0021,0.0026771186440677957,1.8e-05,1.7366101694915257e-08,0.0018,7.2633898305084745e-09,0.781
264.6949152542373,0.5406440677966101,0.01,0.0021,0.002277118644067796,1.8e-05,1.7942372881355936e-08,0.0018,7.211864406779661e-09,0.781
262.76271186440675,0.5193898305084745,0.01,0.0021,0.0019422033898305077,1.8e-05,1.8844067796610172e-08,0.0018,7.160338983050847e-09,0.781
260.8305084745763,0.49852542372881353,0.01,0.0021,0.0016384745762711857,1.8e-05,1.9667796610169493e-08,0.0018,7.108813559322034e-09,0.781
258.89830508474574,0.4779491525423728,0.01,0.0021,0.0013577966101694908,1.799322033898305e-05,2.0440677966101696e-08,0.0018,7.056610169491525e-09,0.781
256.96610169491527,0.45798305084745755,0.01,0.0021,0.0011259322033898298,1.7864406779661015e-05,2.1213559322033902e-08,0.0018,6.9922033898305085e-09,0.781
254.38983050847457,0.43479661016949145,0.01,0.0021,0.000875711864406779,1.754237288135593e-05,2.2727118644067803e-08,0.0018,6.895593220338983e-09,0.781
251.16949152542372,0.40838983050847455,0.01,0.0021,0.0006071355932203382,1.7027118644067794e-05,2.4981355932203395e-08,0.0018,6.7667796610169485e-09,0.781
246.1186440677966,0.37527118644067786,0.01,0.0021,0.0003910338983050841,1.7e-05,2.8638983050847468e-08,0.0018,6.662372881355932e-09,0.781
240.71186440677965,0.3433050847457626,0.01,0.0021,0.00022183050847457598,1.7e-05,3.26542372881356e-08,0.0018,6.559322033898305e-09,0.781
234.9152542372881,0.31367796610169485,0.01,0.0021,0.00012006779661016917,1.7e-05,3.709830508474578e-08,0.0018,6.456271186440678e-09,0.781
229.66101694915253,0.2769999999999999,0.01,0.0021,6.955932203389818e-05,1.6511864406779657e-05,4.3440677966101717e-08,0.0018,6.320677966101694e-09,0.781
225.25423728813558,0.23788135593220336,0.01,0.0021,3.7405084745762706e-05,1.608135593220339e-05,5.0605084745762716e-08,0.0018,6.139830508474576e-09,0.781
222.67796610169492,0.19601694915254234,0.01,0.0021,2.6713559322033892e-05,1.6016949152542373e-05,5.89135593220339e-08,0.0018,5.862881355932203e-09,0.781
221.05084745762713,0.16222033898305083,0.01,0.0021,2.1954237288135593e-05,1.543050847457627e-05,6.484915254237289e-08,0.0018,5.410338983050847e-09,0.781
219.64406779661016,0.13272881355932203,0.01,0.0021,1.9705084745762713e-05,1.4538983050847457e-05,6.867966101694915e-08,0.0018,4.774067796610169e-09,0.781
217.71186440677965,0.1095423728813559,0.01,0.0021,1.9189830508474575e-05,1.3122033898305082e-05,6.69406779661017e-08,0.0018,3.60186440677966e-09,0.781
216.1864406779661,0.08993559322033896,0.01,0.0021,1.8796610169491526e-05,1.1745762711864405e-05,6.288305084745762e-08,0.001759322033898305,2.4377966101694905e-09,0.781
214.84745762711864,0.07278813559322032,0.01,0.0021,1.8388135593220338e-05,1.0424745762711863e-05,5.749322033898305e-08,0.0017,1.3241864406779655e-09,0.781
212.91525423728814,0.05997118644067795,0.01,0.0021,1.6971186440677964e-05,9.471525423728812e-06,5.234067796610169e-08,0.0017,7.438813559322026e-10,0.781
210.64406779661016,0.04888305084745761,0.01,0.0021,1.5554237288135593e-05,8.619999999999999e-06,4.7628813559322026e-08,0.0016661016949152542,3.530677966101692e-10,0.781
208.0677966101695,0.039350847457627104,0.01,0.0021,1.4137288135593219e-05,7.859999999999998e-06,4.3313559322033895e-08,0.0016016949152542373,1.327966101694912e-10,0.781
206.1186440677966,0.03232711864406779,0.01,0.0021,1.2720338983050844e-05,7.237966101694914e-06,3.9249152542372876e-08,0.0016,6.943050847457618e-11,0.781
203.91525423728814,0.026130508474576264,0.01,0.0021,1.12328813559322e-05,6.654915254237287e-06,3.5788135593220335e-08,0.0015728813559322033,2.866440677966099e-11,0.781
201.33898305084745,0.020977966101694914,0.01,0.0021,9.648474576271185e-06,6.120338983050847e-06,3.3147457627118646e-08,0.0015084745762711865,1.3142372881355926e-11,0.781
198.76271186440678,0.01705593220338983,0.01,0.0021,8.276610169491525e-06,5.6976271186440675e-06,3.1010169491525426e-08,0.0015,7.2574576271186425e-12,0.781
196.38983050847457,0.013645762711864405,0.01,0.0021,7.069152542372881e-06,5.322372881355932e-06,2.9071186440677966e-08,0.0015,3.776440677966102e-12,0.781
194.45762711864407,0.010940677966101695,0.01,0.0021,6.148135593220338e-06,5.013220338983051e-06,2.7396610169491526e-08,0.0015,2.340169491525423e-12,0.781
192.52542372881356,0.008815593220338983,0.01,0.0021,5.7677966101694916e-06,4.733559322033898e-06,2.562372881355932e-08,0.0014508474576271186,1.582203389830508e-12,0.781
190.864406779661,0.006987118644067795,0.01,0.0021,5.717966101694915e-06,4.491525423728813e-06,2.3657627118644066e-08,0.0014,1.0793559322033895e-12,0.781
190.22033898305085,0.005595932203389831,0.01,0.0021,6.2783050847457624e-06,4.356271186440678e-06,2.108135593220339e-08,0.0014,7.437966101694915e-13,0.781
190.42372881355934,0.004289491525423728,0.01,0.0021,8.686101694915255e-06,4.2210169491525425e-06,1.7318644067796607e-08,0.0014,4.836610169491524e-13,0.781
191.20338983050848,0.0030467796610169485,0.01,0.0021,1.3537288135593228e-05,4.086440677966102e-06,1.276881355932203e-08,0.001399322033898305,2.7136271186440673e-13,0.781
193.135593220339,0.001971186440677966,0.01,0.0021,3.099152542372882e-05,3.957627118644067e-06,6.7725423728813545e-09,0.0013928813559322033,1.3230847457627117e-13,0.781
194.0,0.0011824745762711864,0.01,0.0021,5.463898305084746e-05,3.7576271186440675e-06,2.957779661016949e-09,0.0013579661016949152,4.9705084745762706e-14,0.781
194.0,0.000626,0.01,0.0021,8.33e-05,3.5e-06,9.09e-10,0.0013,1.28e-14,0.781
